lead_id	subject_kind	subject_id	claim_kind	normalized_value	source_ids	independence_families	disposition	game_version	exact_citations	summary	limitations
pushsquare-belurat-check-7771746	check	7771746	identity_region	{"item_name":"Revered Spirit Ash","region":"Belurat"}	wiki:pushsquare:belurat-walkthrough:20260902	gameplay-guide:pushsquare	lead_only	unknown	pushsquare:belurat-walkthrough:#walkthrough:entrance-hall-statue	Push Square places a Revered Spirit Ash on the statue in Belurat's entrance hall; that specific landmark identifies AP check 7771746.	The repeated item name is disambiguated by the entrance-hall statue matching the AP description. This supports identity and coarse region only; it does not prove access logic, route order, or completeness.
game8-458536-check-7771777	check	7771777	identity_region	{"item_name":"Storeroom Key","region":"Belurat"}	wiki:game8:belurat-walkthrough:20260902	gameplay-guide:game8	lead_only	unknown	game8:458536:#storeroom-key-location	Game8's Belurat walkthrough places the uniquely named Storeroom Key inside the dungeon; that exact name identifies AP check 7771777.	One commercial-guide family and a live retrieval pinned by response-body hash. This supports identity and coarse region only; it does not prove access logic, route order, or alternate-acquisition absence.
game8-458536-check-7771780	check	7771780	identity_region	{"item_name":"Well Depths Key","region":"Belurat"}	wiki:game8:belurat-walkthrough:20260902	gameplay-guide:game8	lead_only	unknown	game8:458536:#well-depths-key-location	Game8's Belurat walkthrough places the uniquely named Well Depths Key inside the dungeon; that exact name identifies AP check 7771780.	One commercial-guide family and a live retrieval pinned by response-body hash. This supports identity and coarse region only; it does not prove access logic, route order, or alternate-acquisition absence.
game8-458536-check-7771789	check	7771789	identity_region	{"item_name":"Bone Bow","region":"Belurat"}	wiki:game8:belurat-walkthrough:20260902	gameplay-guide:game8	lead_only	unknown	game8:458536:#belurat-step-by-step-guide:bone-bow	Game8's Belurat walkthrough places Bone Bow in the spider-scorpion room; the unique item name identifies AP check 7771789.	One commercial-guide family and a live retrieval pinned by response-body hash. This supports identity and coarse region only; it does not prove access logic, route order, or alternate-acquisition absence.
game8-458536-check-7771792	check	7771792	identity_region	{"item_name":"Dried Bouquet","region":"Belurat"}	wiki:game8:belurat-walkthrough:20260902	gameplay-guide:game8	lead_only	unknown	game8:458536:#belurat-step-by-step-guide:dried-bouquet	Game8's Belurat walkthrough places Dried Bouquet in front of a statue; the unique item name identifies AP check 7771792.	One commercial-guide family and a live retrieval pinned by response-body hash. This supports identity and coarse region only; it does not prove access logic, route order, or alternate-acquisition absence.
game8-458536-check-7771809	check	7771809	identity_region	{"item_name":"Divine Beast Head","region":"Belurat"}	wiki:game8:belurat-walkthrough:20260902	gameplay-guide:game8	lead_only	unknown	game8:458536:#belurat-step-by-step-guide:divine-beast-head	Game8 states that defeating Divine Beast Dancing Lion at the end of Belurat yields Divine Beast Head; the unique item name identifies AP check 7771809.	One commercial-guide family and a live retrieval pinned by response-body hash. This supports identity and coarse region only; it does not prove access logic, event timing, or alternate-acquisition absence.
powerpyx-grandam-check-7771809	check	7771809	identity_region	{"item_name":"Divine Beast Head","region":"Belurat"}	wiki:powerpyx:hornsent-grandam:20260902	gameplay-guide:powerpyx	lead_only	unknown	powerpyx:hornsent-grandam:#step-3	PowerPyx states that Divine Beast Dancing Lion at the end of Belurat drops Divine Beast Head; the unique item name identifies AP check 7771809.	One commercial-guide family and a live retrieval pinned by response-body hash. This supports identity and coarse region only; it does not prove access logic, event timing, or alternate-acquisition absence.
game8-459778-check-7773414	check	7773414	identity_region	{"item_name":"Dewgem","region":"Ensis"}	wiki:game8:castle-ensis-walkthrough:20260902	gameplay-guide:game8	lead_only	unknown	game8:459778:#castle-ensis-step-by-step-guide:objective-7-dewgem	Game8 places Dewgem x3 below the opened gate in Castle Ensis; that quantity and route landmark identify AP check 7773414.	The repeated consumable name is disambiguated by quantity and route landmark matching the AP lot. This supports identity and coarse region only; it does not prove access logic, route order, or completeness.
redmaw-dlc-walkthrough-check-7773414	check	7773414	identity_region	{"item_name":"Dewgem","region":"Ensis"}	wiki:redmaw:checklists:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:dlc-walkthrough:#castle-ensis:open-spiked-gate-dewgem-x3	Redmaw places Dewgem x3 below the opened spiked gate in Castle Ensis; that quantity and route landmark identify AP check 7773414.	The repeated consumable name is disambiguated by quantity and route landmark matching the AP lot. This supports identity and coarse region only; it does not prove access logic, route order, or completeness.
game8-459778-check-7773426	check	7773426	identity_region	{"item_name":"Rellana's Cameo","region":"Ensis"}	wiki:game8:castle-ensis-walkthrough:20260902	gameplay-guide:game8	lead_only	unknown	game8:459778:#castle-ensis-step-by-step-guide:rellanas-cameo	Game8's Castle Ensis walkthrough places Rellana's Cameo in the building guarded by Moonrithyll; the unique item name identifies AP check 7773426.	One commercial-guide family and a live retrieval pinned by response-body hash. This supports identity and coarse region only; it does not prove access logic, route order, or alternate-acquisition absence.
game8-459778-check-7773429	check	7773429	identity_region	{"item_name":"Milady","region":"Ensis"}	wiki:game8:castle-ensis-walkthrough:20260902	gameplay-guide:game8	lead_only	unknown	game8:459778:#castle-ensis-step-by-step-guide:milady	Game8's Castle Ensis walkthrough places Milady in a tower chest; the unique item name identifies AP check 7773429.	One commercial-guide family and a live retrieval pinned by response-body hash. This supports identity and coarse region only; it does not prove access logic, route order, or alternate-acquisition absence.
game8-459778-check-7773431	check	7773431	identity_region	{"item_name":"Wolf Crest Shield","region":"Ensis"}	wiki:game8:castle-ensis-walkthrough:20260902	gameplay-guide:game8	lead_only	unknown	game8:459778:#castle-ensis-step-by-step-guide:wolf-crest-shield	Game8's Castle Ensis walkthrough places Wolf Crest Shield in the room beside Moonrithyll; the unique item name identifies AP check 7773431.	One commercial-guide family and a live retrieval pinned by response-body hash. This supports identity and coarse region only; it does not prove access logic, route order, or alternate-acquisition absence.
game8-459778-check-7773496	check	7773496	identity_region	{"item_name":"Imbued Sword Key","region":"Ensis"}	wiki:game8:castle-ensis-walkthrough:20260902	gameplay-guide:game8	lead_only	unknown	game8:459778:#castle-ensis-step-by-step-guide:imbued-sword-key	Game8's Castle Ensis walkthrough places an Imbued Sword Key in the tower before Castle-Lord's Chamber; the route landmark identifies AP check 7773496.	The repeated key name is disambiguated by the Castle-Lord's Chamber route landmark matching the AP description. This supports identity and coarse region only; it does not prove access logic, route order, or completeness.
game8-459778-check-7773497	check	7773497	identity_region	{"item_name":"Ash of War: Wing Stance","region":"Ensis"}	wiki:game8:castle-ensis-walkthrough:20260902	gameplay-guide:game8	lead_only	unknown	game8:459778:#castle-ensis-step-by-step-guide:wing-stance	Game8's Castle Ensis walkthrough places Ash of War: Wing Stance atop the tower below Castle-Lord's Chamber; the unique item name identifies AP check 7773497.	One commercial-guide family and a live retrieval pinned by response-body hash. This supports identity and coarse region only; it does not prove access logic, route order, or alternate-acquisition absence.
game8-459778-check-7774553	check	7774553	identity_region	{"item_name":"Scadutree Fragment","region":"Ensis"}	wiki:game8:castle-ensis-walkthrough:20260902	gameplay-guide:game8	lead_only	unknown	game8:459778:#castle-ensis-scadutree-fragment-location	Game8 places a Scadutree Fragment beside Castle Ensis Checkpoint grace under Miquella's Cross; that exact landmark identifies AP check 7774553.	The repeated item name is disambiguated by the checkpoint-cross landmark matching the AP description. This supports identity and coarse region only; it does not prove access logic, route order, or completeness.
pushsquare-scadutree-check-7774553	check	7774553	identity_region	{"item_name":"Scadutree Fragment","region":"Ensis"}	wiki:pushsquare:scadutree-fragments:20260902	gameplay-guide:pushsquare	lead_only	unknown	pushsquare:scadutree-fragments:#castle-ensis-checkpoint	Push Square places a Scadutree Fragment beside Castle Ensis Checkpoint grace and Miquella's Cross; that exact landmark identifies AP check 7774553.	The repeated item name is disambiguated by the checkpoint-cross landmark matching the AP description. This supports identity and coarse region only; it does not prove access logic, route order, or completeness.
game8-459949-check-7772022	check	7772022	identity_region	{"item_name":"Revered Spirit Ash","region":"Abyssal"}	wiki:game8:midras-manse:20260902	gameplay-guide:game8	lead_only	unknown	game8:459949:#midras-manse-revered-spirit-ash-location:second-floor-chamber-chandelier	Game8 places a Revered Spirit Ash on the chandelier beside Midra's Manse Second Floor Chamber grace; that exact landmark identifies AP check 7772022 in Abyssal.	The repeated item name is disambiguated by the chandelier and grace landmark matching the AP description. This supports identity and coarse region only; it does not prove access logic, route order, or completeness.
redmaw-dlc-walkthrough-check-7772022	check	7772022	identity_region	{"item_name":"Revered Spirit Ash","region":"Abyssal"}	wiki:redmaw:checklists:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:dlc-walkthrough:#midras-manse:second-floor-chamber-chandelier	Redmaw directs the player from Midra's Manse Second Floor Chamber to jump onto the chandelier for a Revered Spirit Ash; that exact landmark identifies AP check 7772022 in Abyssal.	The repeated item name is disambiguated by the chandelier and grace landmark matching the AP description. This supports identity and coarse region only; it does not prove access logic, route order, or completeness.
game8-460287-check-7772453	check	7772453	identity_region	{"item_name":"Taylew the Golem Smith","region":"Rauh Base"}	wiki:game8:taylews-ruined-forge:20260902	gameplay-guide:game8	lead_only	unknown	game8:460287:#taylews-ruined-forge-main-path-guide:smithing-altar	Game8 states that interacting with the smithing altar at the end of Taylew's Ruined Forge yields Taylew the Golem Smith; the unique item and dungeon identify AP check 7772453 in Rauh Base.	The unique item is anchored to Taylew's Ruined Forge northeast of Ancient Ruins Base. This supports identity and coarse region only; it does not prove access logic, route order, or alternate-acquisition absence.
redmaw-dlc-walkthrough-check-7772453	check	7772453	identity_region	{"item_name":"Taylew the Golem Smith","region":"Rauh Base"}	wiki:redmaw:checklists:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:dlc-walkthrough:#rauh-base:taylews-ruined-forge-smithing-altar	Redmaw states that examining the altar at the end of Taylew's Ruined Forge yields Taylew the Golem Smith; the unique item and dungeon identify AP check 7772453 in Rauh Base.	The unique item is anchored to Taylew's Ruined Forge in the Rauh Base walkthrough. This supports identity and coarse region only; it does not prove access logic, route order, or alternate-acquisition absence.
game8-459841-check-7773867	check	7773867	identity_region	{"item_name":"Dragon Heart","region":"Cerulean"}	wiki:game8:ghostflame-dragon:20260902	gameplay-guide:game8	lead_only	unknown	game8:459841:#ghostflame-dragon-locations-and-rewards:cerulean-coast	Game8 identifies the Ghostflame Dragon directly south of Cerulean Coast grace and lists Dragon Heart as its reward; the boss and region pair identify AP check 7773867.	The repeated reward name is disambiguated by the Cerulean Coast Ghostflame Dragon pairing matching the AP boss flag. This supports identity and coarse region only; it does not prove access logic, event timing, or alternate-acquisition absence.
game8-459949-check-7772013	check	7772013	identity_region	{"item_name":"Torn Diary Page","region":"Abyssal"}	wiki:game8:midras-manse:20260902	gameplay-guide:game8	lead_only	unknown	game8:459949:#midras-manse-step-by-step-guide:objective-1	Game8 places the uniquely named Torn Diary Page through the first doorway beside Manse Hall grace in Midra's Manse, which it locates in Abyssal Woods; this identifies AP check 7772013.	The unique item and Manse Hall landmark match the AP description. This supports identity and coarse region only; it does not prove access logic, route order, or alternate-acquisition absence.
redmaw-dlc-walkthrough-check-7772013	check	7772013	identity_region	{"item_name":"Torn Diary Page","region":"Abyssal"}	wiki:redmaw:checklists:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:dlc-walkthrough:#midras-manse:manse-hall-torn-diary-page	Redmaw places the uniquely named Torn Diary Page through an illusory wall beside Manse Hall grace in Midra's Manse; this identifies AP check 7772013 in Abyssal.	The unique item and Manse Hall landmark match the AP description. This supports identity and coarse region only; it does not prove access logic, route order, or alternate-acquisition absence.
redmaw-dlc-walkthrough-check-7772018	check	7772018	identity_region	{"item_name":"Golden Horn Tender","region":"Abyssal"}	wiki:redmaw:checklists:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:dlc-walkthrough:#midras-manse:library-bookcase-golden-horn-tender	Redmaw places Golden Horn Tender x2 on a bookcase in Midra's Library; the item, quantity, and library landmark identify AP check 7772018 in Abyssal.	The repeated item name is disambiguated by the Midra's Library bookcase landmark matching the AP description and lot. This supports identity and coarse region only; it does not prove access logic, route order, or completeness.
redmaw-dlc-walkthrough-check-7772019	check	7772019	identity_region	{"item_name":"Shadow Realm Rune [7]","region":"Abyssal"}	wiki:redmaw:checklists:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:dlc-walkthrough:#midras-manse:library-bookcase-shadow-realm-rune-7	Redmaw places Shadow Realm Rune [7] on the bookcase directly below the Golden Horn Tender corpse in Midra's Library; the item and exact library landmark identify AP check 7772019 in Abyssal.	The repeated rune name is disambiguated by the Midra's Library bookcase landmark matching the AP description and lot. This supports identity and coarse region only; it does not prove access logic, route order, or completeness.
game8-460287-check-7772454	check	7772454	identity_region	{"item_name":"Smithscript Axe","region":"Rauh Base"}	wiki:game8:taylews-ruined-forge:20260902	gameplay-guide:game8	lead_only	unknown	game8:460287:#taylews-ruined-forge-main-path-guide:smithscript-axe	Game8 places the uniquely named Smithscript Axe in a side room of Taylew's Ruined Forge northeast of Ancient Ruins Base; this identifies AP check 7772454 in Rauh Base.	The unique item and dungeon match the AP description. This supports identity and coarse region only; it does not prove access logic, route order, or alternate-acquisition absence.
redmaw-dlc-walkthrough-check-7772454	check	7772454	identity_region	{"item_name":"Smithscript Axe","region":"Rauh Base"}	wiki:redmaw:checklists:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:dlc-walkthrough:#rauh-base:taylews-ruined-forge-smithscript-axe	Redmaw places the uniquely named Smithscript Axe in the room across the gap inside Taylew's Ruined Forge; this identifies AP check 7772454 in Rauh Base.	The unique item and dungeon match the AP description. This supports identity and coarse region only; it does not prove access logic, route order, or alternate-acquisition absence.
game8-460287-check-7772456	check	7772456	identity_region	{"item_name":"Smithscript Shield","region":"Rauh Base"}	wiki:game8:taylews-ruined-forge:20260902	gameplay-guide:game8	lead_only	unknown	game8:460287:#taylews-ruined-forge-main-path-guide:smithscript-shield	Game8 places the uniquely named Smithscript Shield beside the wall in Taylew's Ruined Forge northeast of Ancient Ruins Base; this identifies AP check 7772456 in Rauh Base.	The unique item and dungeon match the AP description. This supports identity and coarse region only; it does not prove access logic, route order, or alternate-acquisition absence.
redmaw-dlc-walkthrough-check-7772456	check	7772456	identity_region	{"item_name":"Smithscript Shield","region":"Rauh Base"}	wiki:redmaw:checklists:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:dlc-walkthrough:#rauh-base:taylews-ruined-forge-smithscript-shield	Redmaw places the uniquely named Smithscript Shield inside Taylew's Ruined Forge; this identifies AP check 7772456 in Rauh Base.	The unique item and dungeon match the AP description. This supports identity and coarse region only; it does not prove access logic, route order, or alternate-acquisition absence.
game8-460287-check-7772460	check	7772460	identity_region	{"item_name":"Smithscript Greathammer","region":"Rauh Base"}	wiki:game8:taylews-ruined-forge:20260902	gameplay-guide:game8	lead_only	unknown	game8:460287:#taylews-ruined-forge-main-path-guide:smithscript-greathammer	Game8 places the uniquely named Smithscript Greathammer beside the tilted pipe in Taylew's Ruined Forge northeast of Ancient Ruins Base; this identifies AP check 7772460 in Rauh Base.	The unique item and dungeon match the AP description. This supports identity and coarse region only; it does not prove access logic, route order, or alternate-acquisition absence.
redmaw-dlc-walkthrough-check-7772460	check	7772460	identity_region	{"item_name":"Smithscript Greathammer","region":"Rauh Base"}	wiki:redmaw:checklists:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:dlc-walkthrough:#rauh-base:taylews-ruined-forge-smithscript-greathammer	Redmaw places the uniquely named Smithscript Greathammer in Taylew's Ruined Forge; this identifies AP check 7772460 in Rauh Base.	The unique item and dungeon match the AP description. This supports identity and coarse region only; it does not prove access logic, route order, or alternate-acquisition absence.
game8-459538-check-7773459	check	7773459	identity_region	{"item_name":"Scadutree Fragment","region":"Cerulean"}	wiki:game8:cerulean-coast:20260902	gameplay-guide:game8	lead_only	unknown	game8:459538:#scadutree-fragments:cerulean-coast-cross	Game8 places a Scadutree Fragment beside Miquella's Cross at Cerulean Coast Cross grace; that exact landmark identifies AP check 7773459.	The repeated item name is disambiguated by the Cerulean Coast Cross landmark matching the AP description and flag. This supports identity and coarse region only; it does not prove access logic, route order, or completeness.
redmaw-dlc-walkthrough-check-7773293	check	7773293	identity_region	{"item_name":"Lost Ashes of War","region":"Cerulean"}	wiki:redmaw:checklists:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:dlc-walkthrough:#cerulean-coast-west:lost-ashes-of-war	Redmaw places Lost Ashes of War among the corpses in the water immediately before Cerulean Coast West grace; the item and exact regional landmark identify AP check 7773293.	The repeated item name is disambiguated by the Cerulean Coast West landmark matching the AP description and flag. This supports identity and coarse region only; it does not prove access logic, route order, or completeness.
redmaw-dlc-walkthrough-check-7771998	check	7771998	identity_region	{"item_name":"St. Trina's Arrow","region":"Cerulean"}	wiki:redmaw:checklists:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:dlc-walkthrough:#stone-coffin-fissure:st-trinas-arrow-x10	Redmaw places St. Trina's Arrow x10 near the first stone coffin in Stone Coffin Fissure; the item, quantity, and dungeon identify AP check 7771998 in Cerulean.	The repeated arrow name is disambiguated by the Stone Coffin Fissure landmark matching the AP description and lot. This supports identity and coarse region only; it does not prove access logic, route order, or completeness.
