lead_id	subject_kind	subject_id	claim_kind	normalized_value	source_ids	independence_families	disposition	game_version	exact_citations	summary	limitations
redmaw-d1-53-check-7773310	check	7773310	identity_region	"{""item_name"":""Blessed Blue Dew Talisman"",""region"":""Gravesite""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#west-gravesite:d1-53	The walkthrough records Blessed Blue Dew Talisman in its west-gravesite segment; that item name identifies one current AP check in Gravesite.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d1-54-check-7773306	check	7773306	identity_region	"{""item_name"":""Pata"",""region"":""Gravesite""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#west-gravesite:d1-54	The walkthrough records Pata in its west-gravesite segment; that item name identifies one current AP check in Gravesite.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d1-55-check-7773865	check	7773865	identity_region	"{""item_name"":""Greatsword of Solitude"",""region"":""Gravesite""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#west-gravesite:d1-55	The walkthrough records Greatsword of Solitude in its west-gravesite segment; that item name identifies one current AP check in Gravesite.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d1-56-check-7773689	check	7773689	identity_region	"{""item_name"":""Deflecting Hardtear"",""region"":""Gravesite""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#west-gravesite:d1-56	The walkthrough records Deflecting Hardtear in its west-gravesite segment; that item name identifies one current AP check in Gravesite.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d1-57-check-7773243	check	7773243	identity_region	"{""item_name"":""Ash of War: Savage Lion's Claw"",""region"":""Gravesite""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#west-gravesite:d1-57	The walkthrough records Ash of War: Savage Lion's Claw in its west-gravesite segment; that item name identifies one current AP check in Gravesite.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d1-59-check-7773910	check	7773910	identity_region	"{""item_name"":""Serpent Crest Shield"",""region"":""Gravesite""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#west-gravesite:d1-59	The walkthrough records Serpent Crest Shield in its west-gravesite segment; that item name identifies one current AP check in Gravesite.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d1-69-check-7774056	check	7774056	identity_region	"{""item_name"":""Thawfrost Boluses"",""region"":""Gravesite""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#west-gravesite:d1-69	The walkthrough records Thawfrost Boluses in its west-gravesite segment; that item name identifies one current AP check in Gravesite.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d1-7-check-7770142	check	7770142	identity_region	"{""item_name"":""Greater Potentate's Cookbook [1]"",""region"":""Gravesite""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#west-gravesite:d1-7	The walkthrough records Greater Potentate's Cookbook [1] in its west-gravesite segment; that item name identifies one current AP check in Gravesite.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d1-75-check-7774059	check	7774059	identity_region	"{""item_name"":""Innard Meat"",""region"":""Gravesite""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#west-gravesite:d1-75	The walkthrough records Innard Meat in its west-gravesite segment; that item name identifies one current AP check in Gravesite.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d1-76-check-7770149	check	7770149	identity_region	"{""item_name"":""Greater Potentate's Cookbook [11]"",""region"":""Gravesite""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#west-gravesite:d1-76	The walkthrough records Greater Potentate's Cookbook [11] in its west-gravesite segment; that item name identifies one current AP check in Gravesite.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d1-79-check-7774060	check	7774060	identity_region	"{""item_name"":""Greatjar"",""region"":""Gravesite""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#west-gravesite:d1-79	The walkthrough records Greatjar in its west-gravesite segment; that item name identifies one current AP check in Gravesite.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d1-80-check-7773850	check	7773850	identity_region	"{""item_name"":""Demi-Human Swordsman Yosh"",""region"":""Gravesite""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#west-gravesite:d1-80	The walkthrough records Demi-Human Swordsman Yosh in its west-gravesite segment; that item name identifies one current AP check in Gravesite.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d1-81-check-7773246	check	7773246	identity_region	"{""item_name"":""Gravebird Armor"",""region"":""Gravesite""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#west-gravesite:d1-81	The walkthrough records Gravebird Armor in its west-gravesite segment; that item name identifies one current AP check in Gravesite.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d1-83-check-7770148	check	7770148	identity_region	"{""item_name"":""Greater Potentate's Cookbook [10]"",""region"":""Gravesite""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#west-gravesite:d1-83	The walkthrough records Greater Potentate's Cookbook [10] in its west-gravesite segment; that item name identifies one current AP check in Gravesite.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d1-88-check-7773318	check	7773318	identity_region	"{""item_name"":""Human Bone Shard"",""region"":""Gravesite""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#west-gravesite:d1-88	The walkthrough records Human Bone Shard in its west-gravesite segment; that item name identifies one current AP check in Gravesite.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d1-90-check-7773320	check	7773320	identity_region	"{""item_name"":""Ailment Talisman"",""region"":""Gravesite""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#west-gravesite:d1-90	The walkthrough records Ailment Talisman in its west-gravesite segment; that item name identifies one current AP check in Gravesite.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d1-91-check-7770156	check	7770156	identity_region	"{""item_name"":""Greater Potentate's Cookbook [2]"",""region"":""Gravesite""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#west-gravesite:d1-91	The walkthrough records Greater Potentate's Cookbook [2] in its west-gravesite segment; that item name identifies one current AP check in Gravesite.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d10-1-check-7773551	check	7773551	identity_region	"{""item_name"":""Shadow Realm Rune [3]"",""region"":""Scadu Altus""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#scadu-east:d10-1	The walkthrough records Shadow Realm Rune [3] in its scadu-east segment; that item name identifies one current AP check in Scadu Altus.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d10-10-check-7773596	check	7773596	identity_region	"{""item_name"":""Bonny Butchering Knife"",""region"":""Scadu Altus""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#scadu-east:d10-10	The walkthrough records Bonny Butchering Knife in its scadu-east segment; that item name identifies one current AP check in Scadu Altus.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d10-15-check-7774602	check	7774602	identity_region	"{""item_name"":""O Mother"",""region"":""Scadu Altus""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#scadu-east:d10-15	The walkthrough records O Mother in its scadu-east segment; that item name identifies one current AP check in Scadu Altus.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d10-16-check-7773630	check	7773630	identity_region	"{""item_name"":""Tooth Whip"",""region"":""Scadu Altus""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#scadu-east:d10-16	The walkthrough records Tooth Whip in its scadu-east segment; that item name identifies one current AP check in Scadu Altus.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d10-25-check-7772435	check	7772435	identity_region	"{""item_name"":""Stalwart Horn Charm +2"",""region"":""Scadu Altus""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#scadu-east:d10-25	The walkthrough records Stalwart Horn Charm +2 in its scadu-east segment; that item name identifies one current AP check in Scadu Altus.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d10-27-check-7772438	check	7772438	identity_region	"{""item_name"":""Invigorating Cured Meat"",""region"":""Scadu Altus""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#scadu-east:d10-27	The walkthrough records Invigorating Cured Meat in its scadu-east segment; that item name identifies one current AP check in Scadu Altus.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d10-30-check-7772443	check	7772443	identity_region	"{""item_name"":""Innard Meat"",""region"":""Scadu Altus""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#scadu-east:d10-30	The walkthrough records Innard Meat in its scadu-east segment; that item name identifies one current AP check in Scadu Altus.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d10-34-check-7772442	check	7772442	identity_region	"{""item_name"":""Shield of Night"",""region"":""Scadu Altus""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#scadu-east:d10-34	The walkthrough records Shield of Night in its scadu-east segment; that item name identifies one current AP check in Scadu Altus.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d10-35-check-7773851	check	7773851	identity_region	"{""item_name"":""Curseblade Meera"",""region"":""Scadu Altus""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#scadu-east:d10-35	The walkthrough records Curseblade Meera in its scadu-east segment; that item name identifies one current AP check in Scadu Altus.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d10-36-check-7773898	check	7773898	identity_region	"{""item_name"":""Ash of War: Raging Beast"",""region"":""Scadu Altus""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#scadu-east:d10-36	The walkthrough records Ash of War: Raging Beast in its scadu-east segment; that item name identifies one current AP check in Scadu Altus.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d10-38-check-7773685	check	7773685	identity_region	"{""item_name"":""Cerulean-Sapping Cracked Tear"",""region"":""Scadu Altus""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#scadu-east:d10-38	The walkthrough records Cerulean-Sapping Cracked Tear in its scadu-east segment; that item name identifies one current AP check in Scadu Altus.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d10-39-check-7773638	check	7773638	identity_region	"{""item_name"":""Greasemonger's Bell Bearing"",""region"":""Scadu Altus""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#scadu-east:d10-39	The walkthrough records Greasemonger's Bell Bearing in its scadu-east segment; that item name identifies one current AP check in Scadu Altus.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d10-42-check-7773639	check	7773639	identity_region	"{""item_name"":""Rabbath's Cannon"",""region"":""Scadu Altus""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#scadu-east:d10-42	The walkthrough records Rabbath's Cannon in its scadu-east segment; that item name identifies one current AP check in Scadu Altus.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d10-47-check-7773621	check	7773621	identity_region	"{""item_name"":""Larval Tear"",""region"":""Scadu Altus""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#scadu-east:d10-47	The walkthrough records Larval Tear in its scadu-east segment; that item name identifies one current AP check in Scadu Altus.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d10-48-check-7773895	check	7773895	identity_region	"{""item_name"":""Ash of War: Carian Sovereignty"",""region"":""Scadu Altus""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#scadu-east:d10-48	The walkthrough records Ash of War: Carian Sovereignty in its scadu-east segment; that item name identifies one current AP check in Scadu Altus.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d10-49-check-7770143	check	7770143	identity_region	"{""item_name"":""Greater Potentate's Cookbook [4]"",""region"":""Scadu Altus""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#scadu-east:d10-49	The walkthrough records Greater Potentate's Cookbook [4] in its scadu-east segment; that item name identifies one current AP check in Scadu Altus.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d10-5-check-7773556	check	7773556	identity_region	"{""item_name"":""Golden Arcs"",""region"":""Scadu Altus""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#scadu-east:d10-5	The walkthrough records Golden Arcs in its scadu-east segment; that item name identifies one current AP check in Scadu Altus.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d10-54-check-7773752	check	7773752	identity_region	"{""item_name"":""Hole-Laden Necklace"",""region"":""Scadu Altus""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#scadu-east:d10-54	The walkthrough records Hole-Laden Necklace in its scadu-east segment; that item name identifies one current AP check in Scadu Altus.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d10-59-check-7773753	check	7773753	identity_region	"{""item_name"":""Ruins Map (2nd)"",""region"":""Scadu Altus""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#scadu-east:d10-59	The walkthrough records Ruins Map (2nd) in its scadu-east segment; that item name identifies one current AP check in Scadu Altus.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d10-59-check-7900096	check	7900096	identity_region	"{""item_name"":""Beloved Stardust"",""region"":""Scadu Altus""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#scadu-east:d10-59	The walkthrough records Beloved Stardust in its scadu-east segment; that item name identifies one current AP check in Scadu Altus.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d11-15-check-7772006	check	7772006	identity_region	"{""item_name"":""Mass of Putrescence"",""region"":""Cerulean""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#fissure:d11-15	The walkthrough records Mass of Putrescence in its fissure segment; that item name identifies one current AP check in Cerulean.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d11-19-check-7772010	check	7772010	identity_region	"{""item_name"":""Multilayered Ring of Light"",""region"":""Cerulean""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#fissure:d11-19	The walkthrough records Multilayered Ring of Light in its fissure segment; that item name identifies one current AP check in Cerulean.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d11-21-check-7770672	check	7770672	identity_region	"{""item_name"":""Remembrance of Putrescence"",""region"":""Cerulean""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#fissure:d11-21	The walkthrough records Remembrance of Putrescence in its fissure segment; that item name identifies one current AP check in Cerulean.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d11-24-check-7770166	check	7770166	identity_region	"{""item_name"":""St. Trina Disciple's Cookbook [3]"",""region"":""Cerulean""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#fissure:d11-24	The walkthrough records St. Trina Disciple's Cookbook [3] in its fissure segment; that item name identifies one current AP check in Cerulean.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d11-27-check-7770639	check	7770639	identity_region	"{""item_name"":""St. Trina's Smile"",""region"":""Cerulean""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#fissure:d11-27	The walkthrough records St. Trina's Smile in its fissure segment; that item name identifies one current AP check in Cerulean.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d11-6-check-7771996	check	7771996	identity_region	"{""item_name"":""Scadutree Fragment"",""region"":""Cerulean""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#fissure:d11-6	The walkthrough records Scadutree Fragment in its fissure segment; that item name identifies one current AP check in Cerulean.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
redmaw-d11-8-check-7772002	check	7772002	identity_region	"{""item_name"":""Velvet Sword of St. Trina"",""region"":""Cerulean""}"	wiki:redmaw:walkthroughs:7281cb6f	gameplay-guide:redmaw	lead_only	unknown	redmaw:#fissure:d11-8	The walkthrough records Velvet Sword of St. Trina in its fissure segment; that item name identifies one current AP check in Cerulean.	One independently authored walkthrough lead, matched by exact item name inside a declared region bucket. It does not prove a v1.17 event predicate, access requirement, absence of alternate acquisition, or the accuracy of AP's descriptive location suffix.
